Task_ID,Task_Date,Machine_ID,Machine_Type,Machine_Age_yrs,Machine_Maintenance_Status,Operator_ID,Operator_Skill,Operator_Fatigue_Level,Task_Type,Task_Volume,Load_Weight_tons,Travel_Distance_m,Fuel_Consumption_L,Idle_Time_during_task_min,Site_Terrain,Site_Condition,Weather,Temperature_C,Humidity_Percent,Visibility,Shift_Time,Estimated_Time_min,Breakdown_During_Task,Delay_Reason,Actual_Time_min,Time_Deviation_Percent
TASK00653,2025-04-30,MC1010,Excavator,10,Good,OP1002,Beginner,6.1,Material Loading,393.4,6.52,451.3,11.21,18.6,Rocky,Muddy,Clear,33.4,54.9,Good,Night,159.5,No,None,461.4,189.28
TASK00654,2025-03-31,MC1006,Loader,3,Due Soon,OP1020,Expert,4.3,Demolition,66.6,0.5,190.6,1.57,14.9,Flat,Normal,Rainy,23.1,85.4,Moderate,,69.9,No,None,90.7,29.76
TASK00655,2025-11-08,MC1005,Loader,6,Good,OP1005,Beginner,3.5,Earth Excavation,76.0,1.39,269.4,2.19,18.1,Steep,Normal,Rainy,23.1,83.2,,Morning,51.5,No,None,116.3,125.83
TASK00656,2025-01-04,MC1010,Excavator,10,Good,OP1006,Beginner,4.0,Material Loading,497.2,11.25,279.5,13.48,18.1,Rolling,Normal,Clear,33.3,,Good,Morning,199.0,No,None,284.0,42.71
TASK00657,2025-01-16,MC1004,Loader,5,Due Soon,OP1005,Beginner,2.0,Earth Excavation,191.5,1.98,277.3,4.51,2.2,Rocky,Dry,Hot,41.2,,Good,Morning,111.6,No,None,184.1,64.96
TASK00658,2025-12-13,MC1007,Bulldozer,7,Good,OP1019,Expert,4.7,Material Loading,453.5,6.91,238.0,11.5,13.1,Flat,,Windy,23.9,,Good,Night,182.3,No,None,261.9,43.66
TASK00659,2025-10-08,MC1005,Loader,6,Good,OP1009,Intermediate,3.3,Trenching,107.4,1.03,976.8,3.56,7.2,Rolling,Wet,Clear,29.1,69.4,Moderate,Morning,88.0,No,None,119.7,36.02
TASK00660,2025-07-09,MC1007,Bulldozer,7,Good,OP1017,Expert,3.9,Grading,248.8,0.98,401.6,4.49,6.1,Rolling,Normal,Cloudy,27.1,67.6,Good,Afternoon,125.9,No,Material Availability,161.0,27.88
TASK00661,2025-02-06,MC1007,Bulldozer,7,Good,OP1008,Intermediate,1.0,Trenching,146.5,1.32,649.7,4.76,5.9,Rolling,Muddy,Cloudy,29.3,,Good,Afternoon,114.6,No,None,159.4,39.09
TASK00662,2025-11-30,MC1003,Excavator,4,Good,OP1012,Intermediate,1.3,Earth Excavation,272.7,2.82,,5.4,5.9,Flat,Wet,Windy,31.3,52.3,Good,Morning,153.8,No,None,212.0,37.84
TASK00663,2025-09-11,MC1003,Excavator,4,Due Soon,OP1001,Beginner,4.8,Grading,784.5,4.88,1075.3,13.79,6.5,Rocky,Wet,Windy,25.2,72.5,Good,Afternoon,367.0,No,None,812.7,121.44
TASK00664,2025-11-06,MC1007,Bulldozer,7,Good,OP1006,Beginner,4.6,Material Loading,407.7,5.69,427.8,10.22,49.8,Muddy,Muddy,Windy,25.7,57.6,Poor,Afternoon,164.9,No,Weather,469.8,184.9
TASK00665,2025-05-27,MC1001,Excavator,1,Good,OP1018,Expert,6.0,Earth Excavation,274.8,4.7,229.9,6.38,,Flat,Normal,Rainy,22.4,90.3,Moderate,Night,154.9,No,None,247.0,59.46
TASK00666,2025-09-10,MC1005,Loader,6,Due Soon,OP1014,Expert,3.3,Trenching,150.9,1.27,507.8,3.5,8.9,Flat,Dry,Clear,30.3,60.4,Good,,117.6,No,None,127.6,8.5
TASK00667,2025-06-22,MC1002,Excavator,2,Good,OP1017,Expert,1.7,Trenching,148.8,0.99,229.3,2.51,6.9,Flat,Loose,Rainy,19.2,84.1,Moderate,Morning,116.2,No,None,146.8,26.33
TASK00668,2025-06-21,MC1003,Excavator,4,Good,OP1016,Expert,2.4,Trenching,254.8,3.08,465.1,5.96,9.6,Flat,Dry,Cloudy,22.9,64.6,Good,Morning,188.3,No,None,181.1,-3.82
TASK00669,2025-11-15,MC1004,Loader,5,Good,OP1016,Expert,3.5,Demolition,354.5,3.58,243.5,6.09,29.8,Rolling,Muddy,Cloudy,23.5,66.5,Good,Afternoon,294.5,No,None,438.6,48.93
TASK00670,2025-03-19,MC1006,Loader,3,Good,OP1003,Beginner,4.1,Trenching,102.0,0.5,308.9,1.83,1.9,Flat,Dry,Cloudy,28.5,53.2,Good,Morning,84.3,No,None,96.9,14.95
TASK00671,2025-05-19,MC1001,Excavator,1,Due Soon,OP1017,Expert,3.6,Trenching,168.6,0.59,287.5,2.92,4.1,Rocky,Normal,Cloudy,24.7,54.2,Good,,129.6,No,None,146.8,13.27
TASK00672,2025-04-18,MC1006,Loader,3,Good,OP1015,Expert,2.0,Earth Excavation,186.5,1.82,289.4,3.35,7.8,Rocky,Normal,Windy,27.2,44.6,Good,Morning,109.0,No,None,155.8,42.94
TASK00673,2025-07-20,MC1005,Loader,6,Good,OP1005,Beginner,3.6,Material Loading,414.5,,302.1,,35.1,Muddy,Normal,Clear,27.8,42.7,Good,Morning,167.5,No,None,301.8,80.18
TASK00674,2025-04-18,MC1007,Bulldozer,7,Due Soon,OP1018,Expert,4.1,Earth Excavation,385.8,2.9,167.5,8.45,8.2,Flat,Dry,Clear,32.4,50.2,Good,Afternoon,212.6,No,None,222.9,4.84
TASK00675,2025-01-16,MC1008,Bulldozer,8,Good,OP1004,Beginner,5.1,Earth Excavation,147.4,2.49,402.4,4.78,4.4,Rolling,Loose,Clear,34.8,,Moderate,Night,88.6,No,None,175.2,97.74
TASK00676,2025-01-02,MC1008,Bulldozer,8,Overdue,OP1003,Beginner,4.8,Demolition,148.7,1.97,180.6,3.81,10.4,Steep,Wet,Clear,23.3,54.1,Moderate,Morning,134.0,No,None,287.2,114.33
TASK00677,2025-09-28,MC1002,Excavator,2,Good,OP1011,Intermediate,6.9,Material Loading,168.8,3.68,364.8,4.55,7.2,Flat,Wet,Clear,34.8,44.0,Moderate,Afternoon,74.1,No,None,115.2,55.47
TASK00678,2025-05-06,MC1006,Loader,3,Due Soon,OP1004,Beginner,4.8,Demolition,183.9,1.71,603.2,4.28,,Steep,Normal,Hot,30.0,39.7,Good,Afternoon,161.4,No,None,295.8,83.27
TASK00679,2025-10-08,MC1007,Bulldozer,7,Due Soon,OP1020,Expert,4.7,Demolition,130.6,1.27,235.5,3.1,34.6,Flat,Normal,Clear,,61.2,Good,Afternoon,119.9,No,Material Availability,195.8,63.3
TASK00680,2025-02-06,MC1004,Loader,5,Good,OP1006,Beginner,2.7,Earth Excavation,376.5,6.36,333.8,8.0,5.9,Rocky,,Clear,30.0,52.2,Good,Afternoon,207.8,No,None,280.9,35.18
TASK00681,2025-09-25,MC1001,Excavator,1,Good,OP1016,Expert,,Demolition,44.5,0.5,203.9,1.09,15.8,Flat,Muddy,Hot,36.0,40.9,Moderate,Morning,52.7,No,None,78.9,49.72
TASK00682,2025-09-20,MC1003,Excavator,4,Good,OP1015,Expert,1.0,Material Loading,265.0,6.04,216.0,6.55,39.5,Flat,Loose,Rainy,26.6,70.9,Good,Afternoon,110.7,No,None,174.9,57.99
TASK00683,2025-01-03,MC1009,Bulldozer,9,Overdue,OP1018,Expert,1.7,Trenching,85.3,0.93,868.7,5.17,11.1,Flat,Loose,Windy,21.3,73.1,Moderate,Morning,73.0,No,None,118.5,62.33
TASK00684,2025-02-01,MC1004,Loader,5,Good,OP1020,Expert,2.5,Demolition,112.2,0.89,266.8,2.55,11.6,Muddy,Loose,Windy,31.7,63.1,Good,Morning,105.5,No,None,159.8,51.47
TASK00685,2025-11-29,MC1006,Loader,3,Good,OP1013,Intermediate,2.3,Material Loading,562.1,8.08,,,2.8,Muddy,Normal,Clear,31.4,58.1,Good,Morning,223.6,No,None,268.4,20.04
TASK00686,2025-04-06,MC1001,Excavator,1,Due Soon,OP1009,Intermediate,2.8,Demolition,100.3,0.99,179.0,1.9,6.9,Flat,Dry,Cloudy,26.9,64.2,Good,Afternoon,96.2,No,None,109.5,13.83
TASK00687,2025-07-25,MC1003,Excavator,4,Good,OP1010,Intermediate,1.1,Material Loading,572.4,10.12,687.9,15.72,,Muddy,Muddy,Hot,,36.4,Moderate,Afternoon,227.5,No,,448.4,97.1
TASK00688,2025-09-29,MC1003,Excavator,4,Overdue,OP1013,Intermediate,5.8,Earth Excavation,192.5,1.83,326.8,4.4,5.8,Flat,Dry,Cloudy,19.5,71.0,Good,Night,112.1,Yes,Equipment Fault,230.0,105.17
TASK00689,2025-08-26,MC1007,Bulldozer,7,Good,OP1013,Intermediate,2.9,Grading,647.4,1.83,586.4,11.09,22.3,Flat,Muddy,Clear,25.6,66.5,Moderate,Afternoon,305.3,No,None,456.0,49.36
TASK00690,2025-03-21,MC1001,Excavator,1,Good,OP1005,Beginner,6.0,Trenching,217.5,1.36,669.7,4.19,1.1,,Normal,Clear,35.3,,Good,Afternoon,162.9,No,None,254.4,56.17
TASK00691,2025-02-28,MC1008,Bulldozer,8,Good,OP1019,Expert,1.8,Earth Excavation,97.3,0.81,162.6,2.18,12.2,Flat,Dry,Clear,32.4,59.9,Poor,Morning,62.6,Yes,Equipment Fault,174.3,178.43
TASK00692,2025-10-17,MC1003,Excavator,4,Good,OP1012,Intermediate,4.6,Trenching,114.2,0.59,482.8,2.49,2.4,Rocky,Normal,Clear,28.5,63.8,Moderate,Night,92.7,No,None,135.2,45.85
TASK00693,2025-11-18,MC1008,Bulldozer,8,Good,OP1010,Intermediate,2.2,Earth Excavation,119.0,0.95,312.2,3.58,4.2,Flat,Wet,Rainy,25.7,,Good,Morning,73.9,No,None,97.5,31.94
TASK00694,2025-04-17,MC1006,Loader,3,Good,OP1010,Intermediate,2.3,Trenching,299.1,1.21,383.5,4.04,9.4,Muddy,Normal,Hot,33.6,47.8,Good,,218.4,No,None,348.4,59.52
TASK00695,2025-12-23,MC1008,Bulldozer,8,Good,OP1008,Intermediate,4.8,Material Loading,409.6,,495.2,11.26,62.7,Rocky,Wet,Rainy,27.1,84.6,Good,Afternoon,165.6,No,None,360.2,117.51
TASK00696,2025-08-17,MC1004,Loader,5,Good,OP1003,Beginner,4.6,Earth Excavation,100.6,1.07,244.9,2.05,6.3,,Normal,Hot,30.9,40.7,Poor,Afternoon,64.3,No,None,128.4,99.69
TASK00697,2025-09-05,MC1006,Loader,3,Good,OP1009,Intermediate,2.3,Grading,694.5,1.63,1324.3,10.42,10.7,Rocky,Normal,Clear,27.6,55.7,Good,Morning,326.5,No,None,484.8,48.48
TASK00698,2025-04-09,MC1005,Loader,6,Good,OP1009,Intermediate,2.9,Demolition,103.2,1.76,231.3,2.47,25.3,Flat,Wet,Cloudy,26.7,74.3,Poor,Afternoon,98.5,No,None,152.2,54.52
TASK00699,2025-02-08,MC1010,Excavator,10,Good,OP1008,Intermediate,6.1,Trenching,274.4,3.33,386.1,6.57,8.6,Steep,Normal,Rainy,25.7,90.5,Moderate,Night,201.6,No,None,398.5,97.67
TASK00700,2025-10-05,MC1008,Bulldozer,8,Good,OP1017,Expert,7.5,Demolition,103.1,1.17,459.5,3.29,20.8,Steep,Normal,Clear,30.9,56.8,Poor,Afternoon,98.5,No,Operator Delay,169.7,72.28
TASK00701,2025-05-09,MC1007,Bulldozer,7,Overdue,OP1016,Expert,1.0,Earth Excavation,356.2,5.25,249.5,9.29,6.4,Flat,Normal,Clear,23.6,66.0,Good,Morning,197.2,No,None,244.7,24.09
TASK00702,2025-01-06,MC1004,Loader,5,Good,OP1002,Beginner,1.3,Demolition,99.5,0.93,195.2,1.84,9.4,Flat,Loose,Clear,31.5,52.6,Good,Afternoon,95.6,No,None,126.7,32.53
TASK00703,2025-01-08,MC1007,Bulldozer,7,Due Soon,OP1015,Expert,3.1,Trenching,251.3,1.18,196.6,4.52,4.7,Rolling,Dry,Cloudy,30.2,63.3,Good,Afternoon,185.9,No,None,210.9,13.45
TASK00704,2025-01-19,MC1008,Bulldozer,8,Good,OP1010,Intermediate,4.9,Grading,641.5,5.9,738.3,14.65,8.6,Steep,Normal,Clear,29.7,39.4,Good,Night,302.7,No,None,471.7,55.83
TASK00705,2025-02-09,MC1005,Loader,6,Good,OP1008,Intermediate,2.5,Grading,208.2,0.7,331.7,2.83,16.0,Rolling,Muddy,Clear,29.5,49.8,Moderate,Afternoon,107.7,No,None,173.7,61.28
TASK00706,2025-05-24,MC1009,Bulldozer,9,Due Soon,OP1002,Beginner,1.9,Earth Excavation,168.6,1.52,,4.06,9.1,Flat,Dry,Cloudy,24.7,82.8,Moderate,Morning,99.7,No,None,149.9,50.35
TASK00707,2025-04-06,MC1007,Bulldozer,7,Good,OP1011,Intermediate,6.8,Grading,556.5,2.0,841.5,11.45,8.7,Rolling,Wet,Cloudy,22.7,64.3,Good,Night,264.4,No,None,436.3,65.02
TASK00708,2025-05-24,MC1001,Excavator,1,Due Soon,OP1020,Expert,4.8,Earth Excavation,323.0,4.04,211.2,5.92,4.6,,Muddy,Clear,24.0,68.4,Good,Afternoon,179.9,No,None,233.4,29.74
TASK00709,2025-08-28,MC1005,Loader,6,Good,OP1011,Intermediate,3.4,Grading,519.3,4.0,990.6,10.18,35.8,Muddy,Wet,Cloudy,27.5,78.1,Moderate,Morning,247.7,No,None,417.3,68.47
TASK00710,2025-04-09,MC1009,Bulldozer,9,Good,OP1005,Beginner,5.8,Earth Excavation,372.0,4.78,235.7,8.64,9.6,Flat,Wet,Clear,31.4,63.4,Good,Night,205.4,No,None,337.9,64.51
TASK00711,2025-11-26,MC1002,Excavator,2,Good,OP1005,Beginner,5.9,Earth Excavation,219.7,1.58,176.1,3.98,16.3,Rolling,Muddy,Windy,33.1,72.6,Good,Afternoon,126.2,No,None,259.2,105.39
TASK00712,2025-12-31,MC1001,Excavator,1,Due Soon,OP1016,Expert,5.3,Grading,550.6,3.23,,10.81,9.3,Rocky,Normal,Cloudy,29.7,71.7,Good,Afternoon,261.8,No,None,373.3,42.59
TASK00713,2025-06-03,MC1006,Loader,3,Good,OP1005,Beginner,2.1,Demolition,69.9,0.89,143.8,1.37,18.7,Rocky,Muddy,Clear,34.1,45.5,Moderate,Morning,72.5,No,None,154.0,112.41
TASK00714,2025-09-02,MC1007,Bulldozer,7,Good,OP1006,Beginner,6.7,Demolition,76.4,,181.6,1.93,6.6,Muddy,Normal,Cloudy,22.9,73.2,Good,,77.6,No,None,123.0,58.51
TASK00715,2025-05-30,MC1008,Bulldozer,8,Due Soon,OP1018,Expert,7.3,Grading,553.4,4.48,,10.18,18.9,Steep,Normal,Clear,25.4,64.0,Good,Night,263.0,No,None,374.8,42.51
TASK00716,2025-05-14,MC1009,Bulldozer,9,Good,OP1007,Intermediate,4.0,Material Loading,470.4,10.92,293.7,12.7,20.7,Rolling,Normal,Clear,,49.7,Good,Night,188.7,Yes,Equipment Fault,419.4,122.26
TASK00717,2025-11-18,MC1010,Excavator,10,Good,OP1007,Intermediate,4.2,Demolition,182.5,2.45,,4.99,21.2,Muddy,Normal,Hot,34.4,50.8,Good,,160.4,No,None,260.1,62.16
TASK00718,2025-11-02,MC1004,Loader,5,Good,OP1016,Expert,1.0,Demolition,62.0,0.5,92.7,,17.0,Flat,Normal,Cloudy,26.4,79.4,Moderate,Afternoon,66.3,No,,85.9,29.56
TASK00719,2025-10-16,MC1003,Excavator,4,Good,OP1006,Beginner,,Demolition,52.3,0.5,163.9,1.02,21.5,Steep,Normal,Clear,31.8,63.2,Good,Afternoon,58.8,No,None,113.7,93.37
TASK00720,2025-12-22,MC1005,Loader,6,Due Soon,OP1001,Beginner,3.0,Material Loading,352.5,5.81,619.0,9.3,7.5,Rocky,Wet,Clear,32.7,72.5,Moderate,Afternoon,143.9,No,None,305.9,112.58
TASK00721,2025-04-24,MC1010,Excavator,10,Good,OP1016,Expert,1.8,Grading,781.2,3.55,311.6,11.32,6.3,Muddy,Muddy,Clear,24.4,55.8,Good,Night,365.5,No,None,549.6,50.37
TASK00722,2025-07-03,MC1010,Excavator,10,Good,OP1009,Intermediate,3.8,Material Loading,432.7,8.58,717.7,12.78,,Rocky,,Cloudy,30.0,67.6,Good,Afternoon,174.4,No,None,370.2,112.27
TASK00723,2025-07-29,MC1002,Excavator,2,Overdue,OP1007,Intermediate,1.0,Material Loading,567.4,9.55,409.5,15.66,43.9,Steep,Dry,Rainy,,80.4,Poor,Morning,225.6,No,None,498.6,121.01
TASK00724,2025-06-11,MC1003,Excavator,4,Good,OP1019,Expert,1.9,Material Loading,483.0,10.89,191.9,12.4,10.4,Steep,,Rainy,29.2,86.0,Good,Morning,193.5,No,,303.6,56.9
TASK00725,2025-06-30,MC1007,Bulldozer,7,Due Soon,OP1013,Intermediate,4.0,Earth Excavation,196.6,2.83,157.9,5.28,11.5,,Dry,Hot,,56.0,Good,Morning,114.2,No,None,191.6,67.78
TASK00726,2025-04-06,MC1004,Loader,5,Good,OP1004,Beginner,2.2,Material Loading,442.6,8.6,,11.0,33.5,Muddy,Normal,Windy,27.3,49.9,Moderate,Morning,178.2,No,None,341.1,91.41
TASK00727,2025-12-02,MC1006,Loader,3,Good,OP1014,Expert,2.6,Material Loading,122.1,2.49,685.5,4.02,21.4,Flat,Dry,Clear,24.2,48.7,Poor,,56.4,No,None,82.4,46.1
TASK00728,2025-06-01,MC1002,Excavator,2,Due Soon,OP1007,Intermediate,1.0,Material Loading,369.2,9.74,330.6,10.52,7.9,Flat,Normal,Cloudy,30.6,60.0,Good,Morning,150.3,No,None,199.1,32.47
TASK00729,2025-03-19,MC1004,Loader,5,Due Soon,OP1001,Beginner,5.6,Grading,745.4,5.5,944.8,13.33,,Flat,Loose,Clear,25.4,70.9,Moderate,Afternoon,349.4,No,None,499.6,42.99
TASK00730,2025-01-24,MC1005,Loader,6,Good,OP1013,Intermediate,1.7,Trenching,195.6,0.57,566.3,3.96,6.7,Rocky,,Cloudy,27.4,59.0,Good,Afternoon,148.0,No,None,212.6,43.65
TASK00731,2025-05-23,MC1008,Bulldozer,8,Good,OP1004,Beginner,6.2,Grading,235.8,1.81,343.2,5.34,2.5,Flat,Normal,Windy,24.1,67.7,Good,Afternoon,120.1,Yes,Equipment Fault,256.8,113.82
TASK00732,2025-10-26,MC1010,Excavator,10,Good,OP1003,Beginner,4.1,Trenching,139.9,0.72,448.1,3.21,13.2,Rolling,Normal,Clear,28.8,46.0,Poor,Night,110.1,No,None,207.9,88.83
TASK00733,2025-06-13,MC1007,Bulldozer,7,Good,OP1018,Expert,4.0,Demolition,123.4,1.67,553.0,4.47,14.5,Flat,Normal,Hot,33.2,42.7,Good,Afternoon,114.3,No,None,137.9,20.65
TASK00734,2025-06-23,MC1003,Excavator,4,Due Soon,OP1019,Expert,6.5,Demolition,152.6,0.86,410.9,3.21,,,Normal,Clear,32.3,58.9,Moderate,Afternoon,137.0,No,None,199.8,45.84
TASK00735,2025-05-30,MC1008,Bulldozer,8,Good,OP1016,Expert,1.0,Trenching,59.9,0.5,521.4,2.83,5.7,Steep,Muddy,Clear,27.5,62.9,Good,Afternoon,55.7,No,None,90.1,61.76
TASK00736,2025-12-03,MC1007,Bulldozer,7,Due Soon,OP1019,Expert,3.2,Earth Excavation,354.8,,274.0,8.73,9.4,Rocky,Normal,Cloudy,30.3,83.9,Good,Night,196.5,Yes,Equipment Fault,361.1,83.77
TASK00737,2025-03-14,MC1006,Loader,3,Good,OP1013,Intermediate,5.0,Trenching,289.9,2.97,378.6,5.4,27.9,Steep,Wet,Windy,25.3,48.0,Good,Afternoon,212.1,No,None,336.3,58.56
TASK00738,2025-04-08,MC1002,Excavator,2,Due Soon,OP1009,Intermediate,,Material Loading,541.3,12.49,265.6,14.04,23.0,Flat,Normal,Cloudy,24.9,67.2,Good,Morning,215.7,No,None,305.5,41.63
TASK00739,2025-05-03,MC1002,Excavator,2,Due Soon,OP1017,Expert,6.7,Trenching,53.4,0.5,377.9,1.97,2.9,Flat,Normal,Windy,31.4,56.4,Moderate,Morning,51.3,No,None,65.4,27.49
TASK00740,2025-12-05,MC1003,Excavator,4,Good,OP1003,Beginner,4.6,Grading,436.7,,471.2,6.78,12.1,,Wet,Clear,27.1,,Good,Morning,210.5,No,None,346.3,64.51
TASK00741,2025-05-18,MC1009,Bulldozer,9,Good,OP1017,Expert,1.5,Trenching,74.0,0.55,628.7,3.2,2.8,Steep,Normal,Hot,27.0,41.5,Good,Afternoon,65.3,No,None,83.8,28.33
TASK00742,2025-02-02,MC1010,Excavator,10,Due Soon,OP1014,Expert,4.0,Trenching,282.1,1.91,250.4,5.31,1.2,Muddy,Dry,Clear,34.0,67.0,Good,Night,206.8,Yes,Equipment Fault,368.8,78.34
TASK00743,2025-04-14,MC1009,Bulldozer,9,Due Soon,OP1013,Intermediate,4.7,Trenching,129.1,0.94,216.9,2.95,5.3,Muddy,Normal,Cloudy,27.1,51.7,Good,Afternoon,102.8,No,None,167.3,62.74
TASK00744,2025-04-13,MC1009,Bulldozer,9,Due Soon,OP1016,Expert,3.9,Material Loading,465.1,,227.5,12.13,5.8,Flat,Dry,Clear,31.4,68.3,Good,Night,186.7,No,None,223.2,19.55
TASK00745,2025-12-09,MC1007,Bulldozer,7,Good,OP1016,Expert,3.5,Material Loading,107.0,2.7,,4.33,19.4,Rolling,Normal,Cloudy,,51.4,Good,Morning,50.7,No,None,79.2,56.21
TASK00746,2025-03-24,MC1004,Loader,5,Good,OP1018,Expert,3.1,Earth Excavation,204.1,2.15,450.9,4.15,0.7,Muddy,Dry,Hot,38.5,37.4,Moderate,Night,118.1,No,Material Availability,192.4,62.91
TASK00747,2025-10-09,MC1007,Bulldozer,7,Overdue,OP1009,Intermediate,5.3,Earth Excavation,349.4,2.77,133.3,7.85,8.2,Flat,Normal,Cloudy,25.9,57.0,Moderate,Night,193.7,No,Weather,332.0,71.4
TASK00748,2025-02-01,MC1001,Excavator,1,Good,OP1016,Expert,1.4,Grading,616.4,1.47,811.1,8.82,17.8,Muddy,Muddy,Cloudy,23.0,65.4,Good,Morning,291.4,No,None,440.3,51.1
TASK00749,2025-10-20,MC1002,Excavator,2,Due Soon,OP1017,Expert,2.5,Trenching,105.3,0.52,283.1,2.31,18.6,,Normal,Rainy,20.6,,Good,Afternoon,86.6,No,None,145.2,67.67
TASK00750,2025-09-23,MC1008,Bulldozer,8,Good,OP1015,Expert,3.2,Grading,256.7,0.89,711.8,6.48,8.3,Rolling,Dry,Clear,30.7,49.3,Good,,129.5,No,None,114.1,-11.89
TASK00751,2025-07-26,MC1004,Loader,5,Good,OP1001,Beginner,4.0,Trenching,84.0,0.89,231.1,1.93,12.0,Muddy,Normal,Windy,23.6,55.8,Moderate,Morning,72.1,No,None,133.3,84.88
TASK00752,2025-10-27,MC1002,Excavator,2,Due Soon,OP1004,Beginner,2.8,Demolition,183.6,2.45,260.5,3.94,17.4,Rolling,Normal,Clear,24.9,41.7,Good,Afternoon,161.2,No,None,242.0,50.12
TASK00753,2025-07-28,MC1002,Excavator,2,Good,OP1016,Expert,1.0,Demolition,139.7,1.66,187.5,2.59,24.7,Rolling,Muddy,Clear,23.8,59.8,Moderate,Morning,126.9,No,None,192.8,51.93
TASK00754,2025-03-01,MC1007,Bulldozer,7,Good,OP1001,Beginner,3.2,Material Loading,403.2,7.52,364.4,11.96,12.7,Rolling,Dry,Rainy,23.6,96.3,Good,Afternoon,163.2,No,None,274.6,68.26
TASK00755,2025-05-15,MC1001,Excavator,1,Good,OP1006,Beginner,1.2,Material Loading,242.3,3.06,251.2,5.41,17.1,Rocky,Dry,Rainy,26.6,71.5,Good,Morning,102.1,No,None,195.2,91.19
TASK00756,2025-09-01,MC1006,Loader,3,Due Soon,OP1013,Intermediate,2.4,Trenching,215.2,1.58,425.7,4.31,1.1,Muddy,Dry,Cloudy,20.5,55.2,Good,Morning,161.4,No,Site Condition,235.8,46.1
TASK00757,2025-02-08,MC1003,Excavator,4,Good,OP1013,Intermediate,3.5,Earth Excavation,247.6,4.11,327.4,5.99,14.7,Rocky,Normal,Cloudy,27.3,76.0,Good,Afternoon,140.8,No,None,207.9,47.66
TASK00758,2025-01-22,MC1004,Loader,5,Good,OP1012,Intermediate,5.2,Material Loading,359.3,7.02,647.5,9.02,45.0,Flat,Dry,Cloudy,25.1,67.1,Good,Afternoon,146.5,No,,213.7,45.87
TASK00759,2025-09-25,MC1004,Loader,5,Due Soon,OP1007,Intermediate,2.1,Demolition,50.4,0.53,162.8,1.46,11.8,Steep,Dry,Hot,36.1,,Good,Morning,57.3,No,None,85.1,48.52
TASK00760,2025-12-14,MC1004,Loader,5,Good,OP1008,Intermediate,1.7,Demolition,191.2,1.92,157.7,3.33,15.8,Muddy,Normal,Clear,27.8,72.1,Good,Afternoon,167.2,No,None,255.4,52.75
TASK00761,2025-03-21,MC1007,Bulldozer,7,Due Soon,OP1014,Expert,1.0,Trenching,282.3,2.65,597.2,7.35,16.4,Rocky,Muddy,Hot,34.4,44.4,Poor,Morning,207.0,No,None,352.5,70.29
TASK00762,2025-03-06,MC1007,Bulldozer,7,Good,OP1004,Beginner,3.8,Earth Excavation,327.7,3.86,342.9,7.61,5.1,Flat,Wet,Cloudy,23.8,56.6,Good,Afternoon,182.4,No,None,283.2,55.26
TASK00763,2025-04-05,MC1009,Bulldozer,9,Good,OP1001,Beginner,4.0,Earth Excavation,279.6,3.25,,7.03,15.7,Rolling,Dry,Hot,33.6,36.6,Good,Morning,157.4,No,None,237.3,50.76
TASK00764,2025-11-25,MC1005,Loader,6,Due Soon,OP1020,Expert,4.4,Earth Excavation,84.8,0.6,288.9,1.77,11.3,Rolling,Normal,Cloudy,30.5,73.7,Good,Night,56.1,No,None,79.6,41.89
TASK00765,2025-11-20,MC1005,Loader,6,Due Soon,OP1001,Beginner,8.0,Demolition,188.9,1.59,510.1,3.83,20.8,Muddy,Loose,Cloudy,24.8,64.2,Good,Night,165.4,No,None,393.7,138.03
TASK00766,2025-06-26,MC1008,Bulldozer,8,Due Soon,OP1012,Intermediate,2.7,Demolition,213.5,2.72,251.7,6.41,26.0,Rocky,Dry,Hot,35.9,43.2,Good,Afternoon,184.6,No,None,310.8,68.36
TASK00767,2025-05-12,MC1002,Excavator,2,Due Soon,OP1002,Beginner,2.7,Trenching,84.5,0.78,247.1,1.69,3.9,Rocky,Normal,Cloudy,29.1,47.5,Good,Afternoon,72.4,No,None,109.1,50.69
TASK00768,2025-04-06,MC1006,Loader,3,Good,OP1007,Intermediate,2.1,Grading,888.5,7.2,623.8,14.38,2.1,Steep,Wet,Cloudy,22.0,61.5,Good,Morning,413.8,No,None,546.7,32.12
TASK00769,2025-12-29,MC1008,Bulldozer,8,Overdue,OP1006,Beginner,3.3,Trenching,244.1,1.93,303.9,5.66,3.9,Steep,Dry,Cloudy,22.9,70.3,Moderate,Morning,181.0,Yes,Equipment Fault,429.4,137.24
TASK00770,2025-09-10,MC1003,Excavator,4,Overdue,OP1001,Beginner,5.1,Grading,372.0,2.98,799.7,9.09,27.9,Flat,Dry,Windy,23.9,31.3,Good,Afternoon,181.4,No,None,307.4,69.46
TASK00771,2025-02-14,MC1008,Bulldozer,8,Due Soon,OP1011,Intermediate,1.0,Demolition,122.3,1.27,374.1,3.12,9.4,Muddy,Dry,Clear,25.6,65.1,Good,Morning,113.4,No,None,172.4,52.03
TASK00772,2025-05-08,MC1003,Excavator,4,Due Soon,OP1013,Intermediate,2.6,Material Loading,160.7,2.7,343.1,4.37,13.5,Muddy,Wet,Clear,,40.0,Moderate,Afternoon,71.1,No,None,133.1,87.2
TASK00773,2025-03-27,MC1005,Loader,6,Good,OP1009,Intermediate,4.8,Earth Excavation,365.6,3.38,285.7,6.9,8.4,,Dry,Cloudy,25.5,68.8,Good,Morning,202.1,No,None,277.1,37.11
